user_id,car_id,value,swiped
2240,286,-1,f
2240,287,-1,f
2240,288,-1,f
2240,289,-1,f
2240,290,-1,f
2240,291,-1,f
2240,292,-1,f
2240,293,-1,f
2240,294,-1,f
2240,297,-1,f
2240,298,-1,f
2240,299,-1,f
2240,300,-1,f
2240,301,-1,f
2240,302,-1,f
2240,304,-1,f
2240,305,-1,f
2240,306,-1,f
2240,307,-1,f
2240,308,-1,f
2240,309,-1,f
2240,310,-1,f
2240,311,-1,f
2240,313,-1,f
2240,315,-1,f
2240,317,-1,f
2240,318,-1,f
2240,319,-1,f
2240,314,-1,f
2240,320,-1,f
2240,321,-1,f
2240,322,-1,f
2240,325,-1,f
2240,326,-1,f
2240,328,-1,f
2240,329,-1,f
2240,331,-1,f
2240,332,-1,f
2240,335,-1,f
2240,337,-1,f
2240,338,-1,f
2240,339,-1,f
2240,340,-1,f
2240,341,-1,f
2240,344,-1,f
2240,345,-1,f
2240,346,-1,f
2240,347,-1,f
2240,355,-1,f
2240,356,-1,f
2240,357,-1,f
2240,358,-1,f
2240,1,-1,f
2240,359,-1,f
2240,236,-1,t
2240,349,-1,t
2240,352,-1,t
2240,351,-1,t
2240,350,-1,t
2240,333,-1,t
2240,327,-1,t
2240,336,-1,t
2240,312,-1,t
2240,296,-1,t
2240,343,-1,t
2244,204,1,t
2253,169,-1,t
2252,37,-1,t
2250,194,1,t
2262,2,0,f
2262,3,0,f
2262,5,0,f
2262,6,0,f
2262,8,0,f
2262,9,0,f
2262,10,0,f
2262,11,0,f
2262,12,0,f
2262,13,0,f
2262,14,0,f
2262,15,0,f
2262,16,0,f
2262,17,0,f
2262,18,0,f
2262,19,0,f
2262,20,0,f
2262,21,0,f
2262,22,0,f
2262,23,0,f
2262,24,0,f
2262,25,0,f
2262,26,0,f
2262,27,0,f
2262,28,0,f
2262,29,0,f
2262,30,0,f
2262,31,0,f
2262,32,0,f
2262,33,0,f
2262,34,0,f
2262,35,0,f
2262,36,0,f
2262,37,0,f
2262,38,0,f
2262,39,0,f
2262,40,0,f
2262,41,0,f
2262,42,0,f
2262,43,0,f
2240,38,-1,t
2245,203,1,t
2249,70,-1,t
2262,44,0,f
2262,45,0,f
2262,46,0,f
2262,47,0,f
2262,4,0,f
2262,48,0,f
2262,49,0,f
2262,50,0,f
2262,51,0,f
2262,52,0,f
2262,53,0,f
2262,54,0,f
2262,55,0,f
2262,56,0,f
2262,57,0,f
2262,58,0,f
2262,59,0,f
2262,60,0,f
2262,61,0,f
2262,62,0,f
2262,63,0,f
2262,64,0,f
2262,65,0,f
2262,66,0,f
2262,67,0,f
2262,68,0,f
2262,69,0,f
2262,70,0,f
2262,71,0,f
2262,72,0,f
2262,73,0,f
2262,74,0,f
2262,75,0,f
2262,76,0,f
2262,77,0,f
2262,78,0,f
2262,80,0,f
2262,81,0,f
2262,82,0,f
2262,83,0,f
2262,84,0,f
2262,85,0,f
2262,86,0,f
2262,87,0,f
2262,88,0,f
2262,89,0,f
2262,90,0,f
2262,91,0,f
2262,92,0,f
2262,166,0,f
2262,167,0,f
2262,168,0,f
2262,169,0,f
2262,171,0,f
2262,172,0,f
2262,173,0,f
2262,174,0,f
2262,175,0,f
2262,176,0,f
2262,177,0,f
2262,178,0,f
2262,179,0,f
2262,181,0,f
2262,182,0,f
2262,183,0,f
2262,184,0,f
2262,185,0,f
2262,186,0,f
2262,170,0,f
2262,187,0,f
2262,188,0,f
2262,189,0,f
2262,190,0,f
2262,191,0,f
2262,192,0,f
2262,193,0,f
2262,194,0,f
2262,195,0,f
2262,196,0,f
2262,197,0,f
2262,198,0,f
2262,200,0,f
2262,201,0,f
2262,202,0,f
2262,203,0,f
2262,204,0,f
2262,205,0,f
2262,206,0,f
2262,207,0,f
2262,208,0,f
2262,209,0,f
2262,210,0,f
2262,211,0,f
2262,212,0,f
2262,213,0,f
2262,214,0,f
2262,215,0,f
2262,216,0,f
2262,217,0,f
2262,218,0,f
2262,219,0,f
2262,220,0,f
2262,221,0,f
2262,222,0,f
2262,223,0,f
2262,224,0,f
2262,225,0,f
2262,226,0,f
2262,227,0,f
2262,228,0,f
2262,229,0,f
2262,230,0,f
2262,231,0,f
2262,232,0,f
2262,233,0,f
2262,234,0,f
2262,235,0,f
2262,236,0,f
2262,237,0,f
2262,238,0,f
2262,239,0,f
2262,240,0,f
2262,241,0,f
2262,242,0,f
2262,243,0,f
2262,244,0,f
2262,245,0,f
2262,246,0,f
2262,247,0,f
2262,248,0,f
2262,249,0,f
2262,250,0,f
2262,251,0,f
2262,252,0,f
2262,253,0,f
2262,254,0,f
2262,255,0,f
2262,256,0,f
2262,257,0,f
2262,258,0,f
2262,259,0,f
2262,260,0,f
2262,261,0,f
2262,262,0,f
2262,263,0,f
2262,264,0,f
2262,265,0,f
2262,266,0,f
2262,267,0,f
2262,268,0,f
2262,269,0,f
2262,270,0,f
2262,271,0,f
2262,272,0,f
2240,198,-1,t
2245,221,1,t
2247,2,0,f
2247,3,-1,f
2247,5,-1,f
2247,6,0,f
2247,8,0,f
2247,9,-1,f
2247,10,-1,f
2247,11,0,f
2247,12,0,f
2247,13,-1,f
2247,14,0,f
2247,15,-1,f
2247,16,-1,f
2247,17,0,f
2247,18,0,f
2247,19,-1,f
2247,20,-1,f
2247,21,0,f
2247,22,-1,f
2247,23,-1,f
2247,24,-1,f
2247,25,-1,f
2247,26,-1,f
2247,27,0,f
2247,28,0,f
2247,29,0,f
2247,30,-1,f
2247,31,-1,f
2247,32,0,f
2247,33,-1,f
2247,34,-1,f
2247,36,0,f
2271,186,1,t
2247,38,0,f
2247,39,-1,f
2247,40,-1,f
2247,41,-1,f
2247,42,0,f
2247,43,0,f
2247,44,0,f
2247,45,0,f
2247,47,-1,f
2247,4,-1,f
2247,48,0,f
2247,49,0,f
2247,50,0,f
2247,51,-1,f
2247,52,0,f
2247,53,0,f
2247,54,-1,f
2247,55,-1,f
2247,56,-1,f
2247,57,-1,f
2247,58,0,f
2247,59,-1,f
2247,60,-1,f
2247,61,-1,f
2247,62,-1,f
2247,63,-1,f
2247,64,-1,f
2247,65,0,f
2247,66,0,f
2247,67,0,f
2247,68,-1,f
2247,69,-1,f
2247,70,0,f
2247,71,-1,f
2247,72,0,f
2247,73,-1,f
2247,74,-1,f
2247,75,-1,f
2247,76,-1,f
2247,77,-1,f
2247,78,-1,f
2247,80,-1,f
2247,81,-1,f
2247,82,-1,f
2247,83,-1,f
2247,84,-1,f
2247,85,-1,f
2247,86,-1,f
2247,87,-1,f
2247,88,-1,f
2247,89,-1,f
2247,90,-1,f
2247,91,0,f
2247,92,-1,f
2247,166,-1,f
2247,168,-1,f
2247,169,-1,f
2247,171,-1,f
2247,172,-1,f
2247,173,-1,f
2247,174,-1,f
2247,175,-1,f
2247,176,-1,f
2247,177,-1,f
2247,178,-1,f
2247,179,0,f
2247,181,-1,f
2247,182,-1,f
2247,183,-1,f
2247,184,-1,f
2247,185,0,f
2247,170,0,f
2247,187,-1,f
2247,188,-1,f
2247,189,0,f
2247,190,-1,f
2247,191,-1,f
2247,192,-1,f
2247,193,-1,f
2247,195,0,f
2247,196,-1,f
2247,197,-1,f
2247,198,0,f
2247,200,-1,f
2247,201,-1,f
2247,202,-1,f
2247,203,0,f
2247,204,-1,f
2247,205,-1,f
2247,206,-1,f
2247,207,-1,f
2247,208,-1,f
2247,209,-1,f
2247,210,-1,f
2247,211,-1,f
2247,212,-1,f
2247,213,-1,f
2247,214,-1,f
2247,215,-1,f
2247,216,-1,f
2247,217,-1,f
2247,218,-1,f
2247,219,-1,f
2247,220,-1,f
2247,222,-1,f
2247,223,-1,f
2247,224,-1,f
2247,225,-1,f
2247,226,0,f
2247,227,-1,f
2247,228,-1,f
2247,229,-1,f
2247,230,-1,f
2247,231,-1,f
2247,232,-1,f
2247,233,-1,f
2247,186,1,t
2247,221,1,t
2247,194,1,t
2247,46,-1,t
2247,35,-1,t
2240,52,-1,t
2240,53,-1,t
2247,234,-1,f
2247,235,-1,f
2247,236,0,f
2247,237,-1,f
2247,238,-1,f
2247,239,-1,f
2247,240,-1,f
2247,241,-1,f
2247,242,-1,f
2247,243,-1,f
2247,244,-1,f
2247,245,-1,f
2247,246,-1,f
2247,247,-1,f
2247,248,-1,f
2247,249,-1,f
2247,250,-1,f
2247,251,-1,f
2247,252,-1,f
2247,253,-1,f
2247,254,-1,f
2247,255,-1,f
2247,256,-1,f
2247,257,-1,f
2247,258,-1,f
2247,259,-1,f
2247,260,-1,f
2247,261,-1,f
2247,262,-1,f
2247,263,-1,f
2247,264,-1,f
2247,265,-1,f
2247,266,-1,f
2247,267,-1,f
2247,268,-1,f
2247,269,-1,f
2247,270,-1,f
2247,271,-1,f
2247,272,-1,f
2247,273,-1,f
2247,274,-1,f
2247,275,-1,f
2247,277,-1,f
2247,278,-1,f
2247,279,-1,f
2247,280,-1,f
2247,281,-1,f
2247,282,-1,f
2247,283,-1,f
2247,285,-1,f
2247,286,-1,f
2247,287,-1,f
2247,288,-1,f
2247,289,-1,f
2247,290,-1,f
2247,291,-1,f
2247,292,-1,f
2247,293,-1,f
2247,294,-1,f
2247,296,0,f
2247,297,-1,f
2247,298,-1,f
2247,299,-1,f
2247,300,-1,f
2247,301,-1,f
2247,302,-1,f
2247,304,-1,f
2247,305,-1,f
2247,306,-1,f
2247,307,-1,f
2247,308,-1,f
2247,309,-1,f
2247,310,-1,f
2247,311,-1,f
2247,313,-1,f
2247,315,-1,f
2247,317,-1,f
2247,318,-1,f
2247,319,-1,f
2247,314,-1,f
2247,320,-1,f
2247,321,-1,f
2247,322,-1,f
2247,325,-1,f
2247,326,-1,f
2247,327,0,f
2247,328,-1,f
2247,329,-1,f
2247,331,-1,f
2247,332,-1,f
2247,333,0,f
2247,335,-1,f
2247,336,0,f
2247,337,-1,f
2247,338,-1,f
2247,339,-1,f
2247,340,-1,f
2247,341,-1,f
2247,343,0,f
2247,344,-1,f
2247,345,-1,f
2247,346,-1,f
2247,347,-1,f
2247,349,0,f
2247,350,0,f
2247,351,0,f
2247,352,0,f
2247,355,-1,f
2247,356,-1,f
2247,357,-1,f
2247,358,-1,f
2247,1,-1,f
2247,359,-1,f
2247,167,1,t
2245,65,-1,t
2247,312,-1,t
2254,2,0,f
2254,3,-1,f
2254,5,-1,f
2254,6,0,f
2254,8,0,f
2254,9,-1,f
2254,10,-1,f
2254,11,0,f
2254,12,0,f
2254,13,-1,f
2254,14,0,f
2254,15,-1,f
2254,16,-1,f
2254,17,0,f
2254,18,0,f
2254,19,-1,f
2254,20,-1,f
2254,21,0,f
2254,22,-1,f
2254,23,-1,f
2254,24,-1,f
2254,25,-1,f
2254,26,-1,f
2254,27,0,f
2254,29,0,f
2254,30,-1,f
2254,31,-1,f
2254,32,0,f
2254,33,-1,f
2254,34,-1,f
2254,35,0,f
2254,36,0,f
2254,37,0,f
2254,38,0,f
2254,39,-1,f
2254,40,-1,f
2254,41,-1,f
2254,42,0,f
2241,2,0,f
2241,3,-1,f
2241,5,-1,f
2241,6,0,f
2241,8,0,f
2241,9,-1,f
2241,10,-1,f
2241,11,0,f
2241,12,0,f
2241,13,-1,f
2241,14,0,f
2241,15,-1,f
2241,16,-1,f
2241,17,0,f
2241,18,0,f
2241,19,-1,f
2241,20,-1,f
2241,21,0,f
2241,22,-1,f
2241,23,-1,f
2241,24,-1,f
2241,25,-1,f
2241,26,-1,f
2241,27,0,f
2241,28,0,f
2241,29,0,f
2241,30,-1,f
2241,31,-1,f
2241,32,0,f
2241,33,-1,f
2241,34,-1,f
2241,35,0,f
2241,36,0,f
2241,37,0,f
2241,38,0,f
2241,39,-1,f
2241,40,-1,f
2241,41,-1,f
2241,42,0,f
2241,43,0,f
2241,44,0,f
2241,45,0,f
2241,46,0,f
2241,47,-1,f
2241,4,-1,f
2241,48,0,f
2241,49,0,f
2241,50,0,f
2241,51,-1,f
2241,52,0,f
2241,53,0,f
2241,54,-1,f
2241,55,-1,f
2241,56,-1,f
2241,57,-1,f
2241,58,0,f
2241,59,-1,f
2241,60,-1,f
2241,61,-1,f
2241,62,-1,f
2241,63,-1,f
2241,64,-1,f
2241,65,0,f
2241,66,0,f
2241,67,0,f
2241,68,-1,f
2241,69,-1,f
2241,70,0,f
2241,71,-1,f
2241,72,0,f
2241,73,-1,f
2241,74,-1,f
2241,75,-1,f
2241,76,-1,f
2241,77,-1,f
2241,78,-1,f
2241,80,-1,f
2241,81,-1,f
2241,82,-1,f
2241,83,-1,f
2241,84,-1,f
2241,85,-1,f
2241,86,-1,f
2241,87,-1,f
2241,88,-1,f
2241,89,-1,f
2241,90,-1,f
2241,91,0,f
2241,92,-1,f
2241,166,-1,f
2241,167,0,f
2241,168,-1,f
2241,169,-1,f
2241,171,-1,f
2241,172,-1,f
2241,173,-1,f
2241,174,-1,f
2241,175,-1,f
2241,176,-1,f
2241,177,-1,f
2241,178,-1,f
2241,179,0,f
2241,181,-1,f
2241,182,-1,f
2241,183,-1,f
2241,184,-1,f
2241,185,0,f
2241,186,0,f
2241,170,0,f
2241,187,-1,f
2241,188,-1,f
2241,189,0,f
2241,190,-1,f
2241,191,-1,f
2241,192,-1,f
2241,193,-1,f
2241,194,0,f
2241,195,0,f
2241,196,-1,f
2241,197,-1,f
2241,198,0,f
2241,200,-1,f
2241,201,-1,f
2241,202,-1,f
2241,203,0,f
2241,204,-1,f
2241,205,-1,f
2241,206,-1,f
2241,207,-1,f
2241,208,-1,f
2241,209,-1,f
2241,210,-1,f
2241,211,-1,f
2241,212,-1,f
2241,213,-1,f
2241,214,-1,f
2241,215,-1,f
2241,216,-1,f
2241,217,-1,f
2241,218,-1,f
2241,219,-1,f
2241,220,-1,f
2241,221,0,f
2241,222,-1,f
2241,223,-1,f
2241,224,-1,f
2241,225,-1,f
2241,226,0,f
2241,227,-1,f
2241,228,-1,f
2241,229,-1,f
2241,230,-1,f
2241,231,-1,f
2241,232,-1,f
2241,233,-1,f
2241,234,-1,f
2241,235,-1,f
2241,236,0,f
2241,237,-1,f
2241,238,-1,f
2241,239,-1,f
2241,240,-1,f
2241,241,-1,f
2241,242,-1,f
2241,243,-1,f
2241,244,-1,f
2241,245,-1,f
2241,246,-1,f
2241,247,-1,f
2241,248,-1,f
2241,249,-1,f
2241,250,-1,f
2241,251,-1,f
2241,252,-1,f
2241,253,-1,f
2241,254,-1,f
2241,255,-1,f
2241,256,-1,f
2241,257,-1,f
2241,258,-1,f
2241,259,-1,f
2241,260,-1,f
2241,261,-1,f
2241,262,-1,f
2241,263,-1,f
2241,264,-1,f
2241,265,-1,f
2241,266,-1,f
2241,267,-1,f
2241,268,-1,f
2241,269,-1,f
2241,270,-1,f
2241,271,-1,f
2241,272,-1,f
2241,273,-1,f
2241,274,-1,f
2241,275,-1,f
2241,277,-1,f
2241,278,-1,f
2241,279,-1,f
2241,280,-1,f
2241,281,-1,f
2241,282,-1,f
2241,283,-1,f
2241,285,-1,f
2241,286,-1,f
2241,287,-1,f
2241,288,-1,f
2241,289,-1,f
2241,290,-1,f
2241,291,-1,f
2241,292,-1,f
2241,293,-1,f
2241,294,-1,f
2241,296,0,f
2241,297,-1,f
2241,298,-1,f
2241,299,-1,f
2241,300,-1,f
2241,301,-1,f
2241,302,-1,f
2241,304,-1,f
2241,305,-1,f
2241,306,-1,f
2241,307,-1,f
2241,308,-1,f
2241,309,-1,f
2241,310,-1,f
2241,311,-1,f
2241,312,0,f
2241,313,-1,f
2241,315,-1,f
2241,317,-1,f
2241,318,-1,f
2241,319,-1,f
2241,314,-1,f
2241,320,-1,f
2241,321,-1,f
2241,322,-1,f
2241,325,-1,f
2241,326,-1,f
2241,327,0,f
2241,328,-1,f
2241,329,-1,f
2241,331,-1,f
2241,332,-1,f
2241,333,0,f
2241,335,-1,f
2241,336,0,f
2241,337,-1,f
2241,338,-1,f
2241,339,-1,f
2241,340,-1,f
2241,341,-1,f
2241,343,0,f
2241,344,-1,f
2241,345,-1,f
2241,346,-1,f
2241,347,-1,f
2241,349,0,f
2241,350,0,f
2241,351,0,f
2241,352,0,f
2241,355,-1,f
2241,356,-1,f
2241,357,-1,f
2241,358,-1,f
2241,1,-1,f
2241,359,-1,f
2246,38,-1,t
2254,43,0,f
2254,44,0,f
2254,45,0,f
2254,46,0,f
2254,47,-1,f
2254,4,-1,f
2254,48,0,f
2254,49,0,f
2254,50,0,f
2254,51,-1,f
2254,52,0,f
2254,54,-1,f
2254,55,-1,f
2254,56,-1,f
2254,57,-1,f
2254,58,0,f
2254,59,-1,f
2254,60,-1,f
2254,61,-1,f
2254,62,-1,f
2254,63,-1,f
2254,64,-1,f
2254,65,0,f
2254,67,0,f
2254,68,-1,f
2254,69,-1,f
2254,70,0,f
2254,71,-1,f
2254,72,0,f
2254,73,-1,f
2254,74,-1,f
2254,75,-1,f
2254,76,-1,f
2254,77,-1,f
2254,78,-1,f
2254,80,-1,f
2254,81,-1,f
2254,82,-1,f
2254,83,-1,f
2254,84,-1,f
2254,85,-1,f
2254,86,-1,f
2254,53,-1,t
2242,3,-1,f
2242,5,-1,f
2242,9,-1,f
2242,10,-1,f
2242,13,-1,f
2242,15,-1,f
2242,16,-1,f
2242,19,-1,f
2242,20,-1,f
2242,22,-1,f
2242,23,-1,f
2242,24,-1,f
2242,25,-1,f
2242,26,-1,f
2272,2,0,f
2242,30,-1,f
2242,31,-1,f
2242,33,-1,f
2242,34,-1,f
2242,39,-1,f
2242,40,-1,f
2242,41,-1,f
2242,47,-1,f
2242,4,-1,f
2242,51,-1,f
2242,54,-1,f
2242,55,-1,f
2242,56,-1,f
2242,57,-1,f
2242,59,-1,f
2242,60,-1,f
2242,61,-1,f
2242,62,-1,f
2242,63,-1,f
2242,64,-1,f
2242,68,-1,f
2242,69,-1,f
2242,71,-1,f
2242,73,-1,f
2242,74,-1,f
2242,75,-1,f
2242,76,-1,f
2242,77,-1,f
2242,78,-1,f
2242,80,-1,f
2242,81,-1,f
2242,82,-1,f
2242,83,-1,f
2242,84,-1,f
2242,85,-1,f
2242,86,-1,f
2242,87,-1,f
2242,88,-1,f
2242,89,-1,f
2242,90,-1,f
2242,92,-1,f
2242,166,-1,f
2242,168,-1,f
2242,169,-1,f
2242,171,-1,f
2242,172,-1,f
2242,173,-1,f
2242,174,-1,f
2242,175,-1,f
2242,176,-1,f
2242,177,-1,f
2242,178,-1,f
2242,179,0,f
2242,181,-1,f
2242,182,-1,f
2242,183,-1,f
2242,184,-1,f
2242,170,0,f
2242,187,-1,f
2242,188,-1,f
2242,190,-1,f
2242,191,-1,f
2242,192,-1,f
2242,193,-1,f
2242,196,-1,f
2242,197,-1,f
2242,200,-1,f
2242,201,-1,f
2242,202,-1,f
2242,204,-1,f
2242,205,-1,f
2242,206,-1,f
2242,207,-1,f
2242,208,-1,f
2242,209,-1,f
2242,210,-1,f
2242,211,-1,f
2242,212,-1,f
2242,213,-1,f
2242,214,-1,f
2242,215,-1,f
2242,216,-1,f
2242,217,-1,f
2242,218,-1,f
2242,219,-1,f
2242,220,-1,f
2242,222,-1,f
2242,223,-1,f
2242,224,-1,f
2242,225,-1,f
2242,227,-1,f
2242,228,-1,f
2242,229,-1,f
2242,230,-1,f
2242,231,-1,f
2242,232,-1,f
2242,233,-1,f
2242,234,-1,f
2242,235,-1,f
2242,189,1,t
2242,48,-1,t
2242,221,1,t
2242,194,1,t
2242,14,-1,t
2242,53,-1,t
2242,43,1,t
2242,37,1,t
2242,72,1,t
2242,226,1,t
2242,21,-1,t
2242,70,1,t
2242,12,-1,t
2242,186,1,t
2242,67,-1,t
2242,29,-1,t
2242,50,-1,t
2242,42,-1,t
2242,18,-1,t
2242,8,-1,t
2242,17,-1,t
2242,91,-1,t
2242,49,-1,t
2242,46,-1,t
2242,28,-1,t
2242,45,1,t
2242,65,1,t
2242,52,1,t
2242,35,1,t
2242,66,1,t
2242,32,1,t
2242,44,1,t
2242,195,1,t
2242,2,1,t
2242,11,1,t
2242,58,1,t
2242,6,1,t
2242,203,1,t
2242,36,1,t
2242,237,-1,f
2242,238,-1,f
2242,239,-1,f
2242,240,-1,f
2242,241,-1,f
2242,242,-1,f
2242,243,-1,f
2242,244,-1,f
2242,245,-1,f
2242,246,-1,f
2242,247,-1,f
2242,248,-1,f
2242,249,-1,f
2242,250,-1,f
2242,251,-1,f
2242,252,-1,f
2242,253,-1,f
2242,254,-1,f
2242,255,-1,f
2242,256,-1,f
2242,257,-1,f
2242,258,-1,f
2242,259,-1,f
2242,260,-1,f
2242,261,-1,f
2242,262,-1,f
2242,263,-1,f
2242,264,-1,f
2242,265,-1,f
2242,266,-1,f
2242,267,-1,f
2242,268,-1,f
2242,269,-1,f
2242,270,-1,f
2242,271,-1,f
2242,272,-1,f
2242,273,-1,f
2242,274,-1,f
2242,275,-1,f
2242,277,-1,f
2242,278,-1,f
2242,279,-1,f
2242,280,-1,f
2242,281,-1,f
2242,282,-1,f
2242,283,-1,f
2242,285,-1,f
2242,286,-1,f
2242,287,-1,f
2242,288,-1,f
2242,289,-1,f
2242,290,-1,f
2242,291,-1,f
2242,292,-1,f
2242,293,-1,f
2242,294,-1,f
2242,297,-1,f
2242,298,-1,f
2242,299,-1,f
2242,300,-1,f
2242,301,-1,f
2242,302,-1,f
2242,304,-1,f
2242,305,-1,f
2242,306,-1,f
2242,307,-1,f
2242,308,-1,f
2242,309,-1,f
2242,310,-1,f
2242,311,-1,f
2242,313,-1,f
2242,315,-1,f
2242,317,-1,f
2242,318,-1,f
2242,319,-1,f
2242,314,-1,f
2242,320,-1,f
2242,321,-1,f
2242,322,-1,f
2242,325,-1,f
2242,326,-1,f
2242,328,-1,f
2242,329,-1,f
2242,331,-1,f
2242,332,-1,f
2242,335,-1,f
2242,337,-1,f
2242,338,-1,f
2242,339,-1,f
2242,340,-1,f
2242,341,-1,f
2242,344,-1,f
2242,345,-1,f
2242,346,-1,f
2242,347,-1,f
2242,355,-1,f
2242,356,-1,f
2242,357,-1,f
2242,358,-1,f
2242,1,-1,f
2242,359,-1,f
2242,198,1,t
2242,327,-1,t
2242,236,-1,t
2242,349,-1,t
2242,351,-1,t
2242,296,-1,t
2242,312,-1,t
2242,352,-1,t
2242,333,-1,t
2242,343,1,t
2242,336,1,t
2242,350,1,t
2245,46,-1,t
2246,198,-1,t
2254,87,-1,f
2254,88,-1,f
2254,89,-1,f
2254,90,-1,f
2254,91,0,f
2254,92,-1,f
2254,166,-1,f
2272,3,-1,f
2254,168,-1,f
2254,169,-1,f
2254,172,-1,f
2254,173,-1,f
2254,174,-1,f
2254,175,-1,f
2254,176,-1,f
2254,177,-1,f
2254,178,-1,f
2254,179,0,f
2254,181,-1,f
2254,182,-1,f
2254,183,-1,f
2254,184,-1,f
2254,185,0,f
2254,170,0,f
2254,187,-1,f
2254,188,-1,f
2254,190,-1,f
2254,191,-1,f
2254,192,-1,f
2254,193,-1,f
2254,195,0,f
2254,196,-1,f
2254,197,-1,f
2254,198,0,f
2254,200,-1,f
2254,201,-1,f
2254,202,-1,f
2254,189,1,t
2254,171,-1,t
2254,194,1,t
2242,38,-1,t
2247,37,-1,t
2254,203,0,f
2254,204,-1,f
2254,205,-1,f
2254,206,-1,f
2254,207,-1,f
2254,208,-1,f
2254,209,-1,f
2254,210,-1,f
2254,211,-1,f
2254,212,-1,f
2254,213,-1,f
2254,214,-1,f
2254,215,-1,f
2254,216,-1,f
2254,217,-1,f
2254,218,-1,f
2254,219,-1,f
2254,220,-1,f
2254,222,-1,f
2254,223,-1,f
2254,224,-1,f
2254,225,-1,f
2254,227,-1,f
2254,228,-1,f
2254,229,-1,f
2254,230,-1,f
2254,231,-1,f
2254,232,-1,f
2254,233,-1,f
2254,234,-1,f
2254,235,-1,f
2254,237,-1,f
2254,238,-1,f
2254,239,-1,f
